"_created_at",_id,_p_user,_updated_at,canal,count
2016-04-18T20:06:37.589Z,01T1UbFYvE,_User$xNLUlVgVjZ,2016-04-18T20:06:37.589Z,p8VAIwmwUO,0
2015-10-26T01:15:55.212Z,03HLjqZHrY,_User$bEj5n78wBo,2015-10-26T01:15:55.212Z,RjMLRtGdib,0
2016-02-02T21:57:38.076Z,04V3XwxBa4,_User$xgwQw6dhxG,2016-02-02T21:57:38.076Z,gLeoBFIT5j,0
2016-02-26T19:32:37.246Z,04mCebS6an,_User$DlcW5atXs6,2017-09-18T19:30:15.203Z,gwYDWEPMZI,0
2016-08-10T20:14:47.080Z,067CGMqe6o,_User$rsHMcrmkM9,2017-04-05T17:31:25.129Z,jRXDEYrP8U,3
2015-11-25T18:56:11.954Z,0767A2tY8a,_User$QEFwV7P8rU,2015-11-25T18:56:11.954Z,4Y3rZFv615,0
2015-10-26T01:16:11.400Z,07j11vbINu,_User$Nd93OgC2kk,2017-10-03T18:24:21.854Z,V6nKESnPkG,22
2016-08-10T19:23:46.965Z,08JwHfV0Og,_User$Dpc0CGvnea,2017-04-05T18:07:48.094Z,tzAKoXAB8h,9
2016-08-10T20:22:36.772Z,0AbEhppRMc,_User$U845k9n3y7,2016-08-10T20:22:36.772Z,n8Wckd92BZ,0
2015-10-26T01:16:02.191Z,0AzzLqVZAY,_User$u5T84teSud,2017-07-11T20:54:29.786Z,p6hzoxumov,12
2015-10-26T01:15:47.100Z,0HNf9lkq2d,_User$nPzX4RNC4D,2017-09-21T00:53:59.886Z,FIr4iWfIFD,23
2015-11-25T18:40:19.896Z,0HWEGl0bk3,_User$WALyT9cFx9,2017-09-01T18:44:31.752Z,ojyfcrXRJv,5
2015-10-26T01:16:05.181Z,0Jf3CEbY9N,_User$j2lQAUZP61,2017-09-27T20:58:15.607Z,BM662Lff8O,13
2016-08-10T20:12:17.840Z,0LyWqIulPt,_User$ugu0ZhRTd2,2017-10-12T16:58:16.740Z,piDqBUPNwr,20
2016-02-11T22:45:29.778Z,0MhSuT559g,_User$UgrR6B8UDl,2017-10-16T17:32:02.232Z,9Swt2WQX7o,0
2016-11-25T14:39:31.504Z,0MqgqmzPT9,_User$tJKZxISKQ9,2017-08-30T14:39:40.551Z,Zv1VGJcckw,1
2016-04-18T20:00:27.908Z,0NmqAtQ3qc,_User$Q33Hpedria,2017-04-05T18:12:25.685Z,6FjwgJhsB7,9
2016-08-10T19:53:53.752Z,0OrzZtEW47,_User$efvTuMGGQo,2017-09-18T22:39:48.731Z,E9CkqllAYJ,0
2016-04-18T20:50:36.069Z,0P6UPxeUop,_User$EMJ8swqMCM,2016-04-18T20:50:36.069Z,JOBuerTHRi,0
2016-04-18T20:19:24.330Z,0RQ2nkall9,_User$LF1OZeKKAO,2016-04-18T20:19:24.330Z,IX6Fhyxq8k,0
2015-10-26T01:15:48.150Z,0UNbLh9BFb,_User$f4ML2dMbTI,2017-04-05T18:13:57.002Z,zW76fIQViZ,5
2016-03-11T16:09:55.213Z,0VXn63h0Zz,_User$ZRKb0T3nvX,2017-08-30T15:04:25.879Z,uVw4lAoy09,3
2015-10-26T01:16:01.059Z,0Wv1KNCUay,_User$vB8aItqlyr,2017-09-01T18:50:32.446Z,aznLxLaOXx,1
2016-07-27T20:18:13.079Z,0YWugf0TtU,_User$spbOIyaVrT,2016-07-27T20:18:13.079Z,BIYFzXOoIx,0
2016-02-02T21:57:38.061Z,0Z72BR9Ed8,_User$vmBTxMvmRh,2016-02-02T21:57:38.061Z,gLeoBFIT5j,0
2016-01-11T21:59:50.580Z,0Z7FV9UCop,_User$TAfTFfyF7E,2016-01-11T21:59:50.580Z,63IOduNXIh,0
2016-03-31T17:55:13.425Z,0a2Kmb1LTB,_User$rdJGvvi3rf,2017-10-09T17:26:09.120Z,oddlhBQtep,16
2016-01-18T14:23:29.872Z,0cPhSEOQve,_User$DCnwMVaxQl,2017-09-11T18:47:33.349Z,yVXRjvoHcf,1
2016-09-14T15:43:51.047Z,0ePNV85AoO,_User$YTowbeunnj,2016-09-14T15:43:51.047Z,gFiw2dZ6qU,0
2015-10-26T01:15:47.563Z,0jXa7GIuQP,_User$OOQS3mfVTt,2017-06-07T15:48:27.178Z,2HqRX35RK9,8
2015-11-25T18:11:44.388Z,0juZ7KZhvh,_User$f5DTiAzaO9,2017-07-06T17:26:10.309Z,g0bEXnk97K,33
2015-10-26T01:16:13.582Z,0kVZEf3EBi,_User$0EpHzGMybe,2015-10-26T01:16:13.582Z,U8F8AVYsv7,0
2016-08-09T20:36:18.266Z,0pMoAUR4Vl,_User$nhieuu1Lvc,2017-10-11T18:46:51.437Z,FDLtrHB4rq,10
2016-07-27T20:28:02.292Z,0svwZHOcQA,_User$PhzLgBcyFU,2016-07-27T20:28:02.292Z,PAYy5MZTZj,0
2016-08-17T20:27:25.327Z,0wL9rESam9,_User$SVICcpmwLq,2016-08-23T19:59:53.436Z,8sNFqv3RJf,1
2016-11-14T17:15:33.575Z,0ynTxqZ110,_User$Ej6rTOQ0FQ,2016-11-14T17:15:33.575Z,hQg2rZoLSs,0
2015-10-26T01:16:09.607Z,0z0SwwFc1u,_User$DWtpcfcsGj,2016-03-10T00:31:09.858Z,Wv4dQw7SI9,0
2016-08-12T14:28:24.870Z,0zNjVNdqJr,_User$NsIYkMtI2J,2016-08-12T14:28:24.870Z,A09a9UDqW5,0
2016-08-22T15:40:06.017Z,10wBPT2NUI,_User$upXzUmFryj,2017-07-11T20:48:53.020Z,BSATibaRvR,6
2016-04-18T22:30:19.609Z,13WleL3moY,_User$3qUSkjYII4,2016-04-18T22:30:19.609Z,db7tZ1W4ad,0
2015-10-26T01:16:10.473Z,15RXsgJoYX,_User$wCfyAzuEiX,2015-10-26T18:01:13.719Z,13jYSN2Bk3,1
2016-04-18T20:51:27.245Z,17DMb1wyvi,_User$GSJ024tnJt,2016-07-04T17:00:51.529Z,A1ptpV8Utz,2
2016-08-09T20:38:35.476Z,17dGmboelP,_User$O2VxzUwiEV,2017-09-21T00:53:43.808Z,XQuNRaqeFY,5
2016-04-18T19:59:52.778Z,17uMpVhEg2,_User$wnZIMD2Aoa,2016-04-18T19:59:52.778Z,CGUBPJyIqy,0
2016-08-10T20:22:37.021Z,18mCezdxan,_User$FH9huP6fP5,2016-08-10T20:22:37.021Z,n8Wckd92BZ,0
2016-01-06T17:33:11.902Z,18tGX9I233,_User$zGnPmeuznz,2016-01-06T17:33:11.902Z,ixjzm52Og9,0
2016-04-18T20:31:14.553Z,1AWyr5KzOY,_User$Vf4UEckKCV,2017-04-05T18:09:15.255Z,yIA2rQ4L0o,0
2015-11-26T23:00:14.851Z,1AXPzoc5dE,_User$81YV3qZhmL,2015-11-26T23:00:14.851Z,Tf6MjUsBwx,0
2015-10-26T01:16:10.757Z,1B2OtuRuUr,_User$Ut5t7ogCRa,2017-09-18T18:50:52.079Z,saa8d6OuVK,14
2016-07-27T18:11:38.270Z,1BBMPeK12s,_User$73kUvMdft3,2017-09-19T20:57:49.192Z,va3Y4drOtL,7
2015-11-24T17:31:37.389Z,1DZJ5zkzvL,_User$Y5PaxdWHQK,2016-10-21T15:14:12.391Z,3Tz13rzL5i,4
2016-04-18T20:14:22.812Z,1Gazxz4cKg,_User$3sUG6wdtF7,2017-09-18T19:33:28.897Z,E9CkqllAYJ,10
2015-10-26T01:16:03.386Z,1Gf92h3Y2t,_User$vMdMYghVvT,2016-07-04T17:00:51.738Z,A1ptpV8Utz,6
2016-08-10T19:55:50.757Z,1HJEtBFkLl,_User$Oq1t89Zg4H,2017-09-05T15:27:19.723Z,oGzhr7bfVR,3
2016-03-18T19:14:43.671Z,1I48ZOWpFr,_User$nGQtzmQY5B,2016-03-18T19:14:43.671Z,ZGRA1B0ojW,0
2016-08-22T19:18:16.619Z,1IrByV9cnj,_User$IYvwwSvJw0,2017-09-18T18:50:11.460Z,WjuWa0xzsC,4
2015-11-25T18:41:11.440Z,1K89EyKQAp,_User$PfEQRCbaxW,2017-09-25T02:59:54.153Z,FIr4iWfIFD,0
2015-10-26T01:16:12.120Z,1KgKSewSyO,_User$DlcW5atXs6,2017-09-18T18:51:11.269Z,gwYDWEPMZI,4
2015-11-25T16:07:13.615Z,1LTn6wD1sZ,_User$VMm7eeqiZR,2015-11-25T16:07:13.615Z,z2UAoaaGgE,0
2015-10-26T01:15:53.174Z,1Ob6HmXGua,_User$qbloFoiM3z,2016-04-05T16:10:21.426Z,tHrZ4x862i,9
2016-01-28T21:20:51.844Z,1PeqF7FMQV,_User$v5pzpPhfQ0,2016-03-08T19:55:17.877Z,nyZFAmD0vT,2
2015-11-25T18:29:29.595Z,1QvNbm77wd,_User$rHUUlhL7Iy,2016-04-05T16:10:57.929Z,DJW7X1ojud,3
2016-11-29T15:54:17.922Z,1ULYtW1Wos,_User$CyEBySDErr,2017-08-30T14:35:07.756Z,na88WG6TT1,2
2015-10-26T01:16:10.614Z,1UZTCjtoKk,_User$rIJxILE6XL,2017-04-05T18:21:35.511Z,k9X7bxxVai,9
2016-07-27T17:12:46.112Z,1UdhCmcrjK,_User$OqM7Ei84I8,2017-10-04T13:26:19.314Z,eyaHhdBWHF,27
2015-11-25T18:41:11.426Z,1X4qDy1xUE,_User$SEW2TCmVG0,2017-09-21T02:45:10.607Z,FIr4iWfIFD,0
2016-08-09T20:15:56.107Z,1Z8yC9COHJ,_User$OqM7Ei84I8,2017-10-04T13:26:19.330Z,eyaHhdBWHF,27
2016-02-15T21:52:51.502Z,1ZItQAm2eG,_User$0r164J97Vl,2017-10-13T17:46:04.989Z,kLQgbaTW40,1
2015-11-25T18:29:29.609Z,1ZQKHI0sDd,_User$lU2skHHDqa,2016-04-05T16:10:57.893Z,DJW7X1ojud,3
2015-10-26T01:15:44.582Z,1asZfoIjHb,_User$gWTTipwGap,2015-10-26T18:01:15.579Z,Eynu9jFJqi,1
2015-10-26T01:16:14.919Z,1b3uNbXVcI,_User$KV1StzIfp0,2017-05-02T16:41:30.481Z,KRiSSjTrge,3
2015-10-26T01:16:02.519Z,1bPh0QzD6y,_User$J5GzegGOYt,2015-10-26T18:01:16.372Z,PO1s9TCWXC,1
2016-07-27T20:12:26.719Z,1cyeGuZAOF,_User$yX6ajyqQ8U,2016-07-27T20:12:26.719Z,DOZbA58Ky1,0
2016-09-02T19:29:54.317Z,1gjx46LfaD,_User$sX7YqGU1Nl,2017-09-21T00:55:00.112Z,C0ZGFwpEvE,11
2015-10-26T01:15:55.967Z,1hi0IY0LoO,_User$NwogKIiysi,2015-12-19T21:17:46.502Z,K0qLAORtku,0
2015-11-25T18:58:45.026Z,1iT9LREgkZ,_User$lUx8IVE0ew,2017-10-10T15:03:27.059Z,QwxzGpefjT,0
2016-08-23T16:56:00.729Z,1jIn0jMhtw,_User$yrq3LeG1O1,2016-12-05T14:59:39.200Z,ccrrWjrMni,10
2016-08-10T23:10:13.845Z,1jW3VwZZj2,_User$n69zugb7Ta,2017-04-05T18:18:46.277Z,tVTWViZvcG,22
2016-08-05T21:46:05.375Z,1jYO8l892q,_User$ElaXRrmaFd,2017-09-05T18:40:20.535Z,CvcLOjsCZz,0
2016-04-18T20:17:52.460Z,1jo4M5tPii,_User$yKlKSgODfw,2017-07-12T20:11:21.945Z,3hnVpoS9hR,0
2015-10-26T01:16:09.347Z,1kW9D28SSZ,_User$4zC74PVgwP,2016-03-08T20:02:42.050Z,ufiegtW5MT,0
2015-10-26T01:16:06.750Z,1pYHtpRfFK,_User$OozV3qEr3w,2015-10-26T01:16:06.750Z,HdbP6OgVpk,0
2016-05-13T21:33:02.338Z,1qj46CxFET,_User$lUx8IVE0ew,2017-10-10T15:02:13.415Z,QwxzGpefjT,4
2015-11-25T17:52:48.348Z,1qk1dBV6eV,_User$Zc5WQnEO2W,2016-03-08T19:58:57.554Z,6lhF3OI4vK,2
2016-05-04T16:37:53.588Z,1sVvfccPy2,_User$B7stUlu5vq,2016-05-04T16:37:53.588Z,t2XkJ5kWV6,0
2016-08-09T20:35:46.867Z,1uWx7Z7zba,_User$DlcW5atXs6,2017-09-18T18:51:11.272Z,gwYDWEPMZI,11
2016-04-18T19:53:24.071Z,1vK8OEODKA,_User$aMBj6rQxGG,2016-04-18T19:53:24.071Z,rZOTmS0qzN,0
2015-10-26T01:15:50.684Z,1vbxaHGWfF,_User$YUXzVZocEi,2017-06-22T14:30:05.254Z,QmMkNQkziU,15
2016-08-10T20:17:53.809Z,1xzqEHrILj,_User$jjqsGnt06T,2017-09-05T15:32:53.531Z,dOnWt5jF1o,2
2016-10-07T14:07:27.945Z,1yUXkUirFL,_User$PfEQRCbaxW,2017-06-12T17:57:04.798Z,1x6MKkjmT9,0
2016-04-18T20:32:47.500Z,23oEbQ1bKV,_User$WlQF7Qz3Co,2017-04-05T18:17:47.518Z,j0vRq6EEqM,4
2016-09-08T19:25:13.305Z,24mn70Zqwg,_User$NwogKIiysi,2017-10-12T16:58:15.821Z,piDqBUPNwr,11
2016-04-18T20:26:47.856Z,258wP1Gs5J,_User$lV31uBbOoE,2017-05-05T17:09:51.548Z,q9sYImT6md,3
2016-04-18T22:12:40.986Z,26YsHZfaW0,_User$9tuu7Tvclz,2016-04-18T22:12:40.986Z,GBAhUbXw0g,0
2015-11-03T14:00:16.063Z,28O3Lbg5Ly,_User$v5pzpPhfQ0,2016-03-08T19:55:17.608Z,nyZFAmD0vT,2
2015-11-17T22:28:34.535Z,29hNjV2PLK,_User$BziL3ERseK,2017-09-27T20:58:14.875Z,BM662Lff8O,12
2015-11-06T22:33:07.339Z,2COWhsgJN1,_User$ejGVWvNmcL,2017-06-26T16:46:34.115Z,QmMkNQkziU,0
2016-08-09T21:24:38.345Z,2COkgjzTUZ,_User$lvLYsTobIp,2016-08-09T21:24:38.345Z,IZSjxrf5Gt,0
2016-03-17T18:14:08.269Z,2Cd46jtsnm,_User$sh3mVjKkfc,2017-09-21T03:03:15.265Z,fw6gURfK3A,0
2015-10-26T01:16:01.552Z,2DGGn8t4hh,_User$8xEexPbr4V,2016-03-08T19:58:29.514Z,db7tZ1W4ad,5
2016-01-11T22:16:41.829Z,2EuqxD6NbK,_User$JGzBLshp9p,2016-01-11T22:16:41.829Z,63IOduNXIh,0
2016-04-27T15:21:11.432Z,2EvCvbbDgP,_User$2FxVIeuF8V,2017-10-11T18:47:17.191Z,ewgLUir0ys,0
2015-10-26T01:16:05.177Z,2GivXFMq93,_User$g14DPhA3XT,2017-09-27T20:58:15.242Z,BM662Lff8O,13
2016-04-18T20:01:14.600Z,2GjxIsI0Iq,_User$MRMNG4pZrv,2016-11-14T18:08:39.979Z,1pCW0lhsGc,2
2016-04-18T21:44:59.245Z,2HC7mCXmiL,_User$Zc5WQnEO2W,2016-04-18T21:44:59.245Z,6lhF3OI4vK,0
2015-11-25T18:31:43.846Z,2ISVtM1I2u,_User$k8eVDulOTi,2017-05-02T16:41:30.439Z,KRiSSjTrge,3
2017-01-03T18:17:24.675Z,2M5AJyU8dP,_User$eHU9TTResM,2017-01-03T18:17:24.675Z,tLbmy6nesx,0
2016-07-27T20:19:30.714Z,2NgpvtYyNY,_User$iWkUvaUYHG,2017-10-02T20:16:47.549Z,wn64L9h7PQ,0
2016-03-09T18:18:48.573Z,2OslBNDzhe,_User$qy5OMREomR,2017-09-27T20:44:21.121Z,Eyo9FtJlgF,0
2016-08-10T20:00:30.486Z,2PurqyDJOT,_User$lV31uBbOoE,2017-05-05T17:09:51.561Z,q9sYImT6md,3
2016-07-27T20:33:57.201Z,2Q4SgonEfl,_User$QhRMzvrpxt,2017-10-09T17:31:59.058Z,oddlhBQtep,0
2015-11-25T17:06:06.305Z,2Qpa0fXtSk,_User$N8S0DNxubT,2016-03-08T19:55:08.037Z,OQ8B9dQdUC,1
2016-04-29T18:32:19.685Z,2TXhrkRRUO,_User$dy08v822DS,2016-04-29T18:32:19.685Z,9qDtXKXV3V,0
2015-11-26T22:38:16.580Z,2UJwj3IaPu,_User$GKsI6tQqNZ,2017-09-14T22:16:28.061Z,yi1rSuMnT2,0
2016-01-14T15:39:02.569Z,2UbBqQ0h6P,_User$XlUVDlYQop,2016-05-19T17:39:05.378Z,nVTEToos94,3
2016-08-22T19:03:03.255Z,2UsXncGVcQ,_User$NKHqSWudgJ,2016-08-22T19:03:03.255Z,aMnyzn8Xcw,0
2016-04-18T20:32:47.396Z,2V0O6EjveB,_User$uJA1EBRmMh,2017-04-05T18:17:47.802Z,j0vRq6EEqM,4
2016-04-04T18:13:31.421Z,2WODgKGhnr,_User$yHhjK0VH2Y,2016-04-04T18:13:31.421Z,oI0LvRDNvZ,0
2015-10-26T01:16:15.669Z,2XCYzoNhlq,_User$9TqER0WNGC,2017-09-21T00:56:44.324Z,IkLkRkPHQ3,7
2015-10-26T01:16:11.989Z,2XtBxJljNb,_User$eRMxxtg0Ey,2017-08-21T17:15:40.174Z,HCiAI0z8vv,0
2016-08-17T20:55:34.498Z,2YjAXVBJpt,_User$WALyT9cFx9,2017-09-01T18:44:31.904Z,ojyfcrXRJv,5
2016-04-18T21:40:07.161Z,2Z7t5VtTz1,_User$arBz3Iqo4F,2017-04-05T18:19:41.161Z,XigAlYxDRn,5
2016-08-10T20:16:43.820Z,2ZOFSiuU1D,_User$xpGwIRCwR1,2017-10-09T19:39:38.311Z,S0GFRGx9dI,0
2015-12-17T03:12:56.169Z,2ZwvHSLgd0,_User$5hsFlQWqKk,2015-12-17T03:12:56.169Z,zjCSrT73qr,0
2016-02-22T22:37:25.260Z,2aT2EeEgc5,_User$IlDb0pGXJ7,2016-03-08T20:12:35.679Z,QEd1nEYzFl,1
2016-07-08T13:28:40.553Z,2aWdT4lYsm,_User$YLTcSubZDe,2016-07-08T13:28:40.553Z,gpJZlTkOh1,0
2015-11-25T19:01:52.535Z,2dMsnXYCt9,_User$DCnwMVaxQl,2017-09-11T18:47:33.335Z,yVXRjvoHcf,1
2016-11-01T21:25:01.104Z,2dsSPHrUuK,_User$bvTO9uxFx2,2017-09-18T18:50:01.984Z,uazz0NpToK,3
2015-11-25T16:31:10.497Z,2fPjBD3Bla,_User$9mbnCl3Irz,2017-04-05T18:13:56.741Z,zW76fIQViZ,5
2015-11-25T17:20:15.404Z,2fWQJtzdhr,_User$VQPcZgN61X,2017-07-12T01:53:25.384Z,p6hzoxumov,0
2015-11-17T17:11:30.456Z,2gJyKR8Qic,_User$PhzLgBcyFU,2015-11-17T17:11:30.456Z,PAYy5MZTZj,0
2015-10-26T01:15:58.405Z,2irn5snhRS,_User$EGwbIzSYvX,2017-09-11T14:18:48.195Z,GOQIf6XPtt,10
2015-11-25T18:31:10.727Z,2ixYkYUfA4,_User$1OMHZZLYyO,2016-04-05T16:10:37.537Z,NuuRGR6fLF,4
2015-10-26T01:15:53.864Z,2jJx3ykDTT,_User$au3pddRx5l,2015-10-26T18:01:15.214Z,Bb077Ugl1F,1
2016-04-18T20:33:42.533Z,2kLTwkHydf,_User$7x2fgY9PZu,2017-04-25T18:03:39.611Z,KnZt2qmy1M,5
2016-08-10T23:56:11.210Z,2nq0LzQysT,_User$P85eEH5ldS,2017-05-03T18:42:34.899Z,tcGU0j4HFx,0
2016-01-13T18:22:58.175Z,2qdeT484X0,_User$XlUVDlYQop,2016-05-19T17:39:05.367Z,nVTEToos94,3
2016-08-12T14:27:27.507Z,2rMFVaBXa4,_User$C3CN4Wy1sa,2017-09-21T00:52:21.684Z,EEsh1Yh4qo,1
2016-08-09T20:36:18.266Z,2soQsIGQoH,_User$WWB9i9Mv9L,2017-10-11T18:46:50.918Z,FDLtrHB4rq,10
2015-10-26T01:16:07.590Z,2sofwAkFaS,_User$zhJ1xM4Pc5,2017-09-13T16:25:40.500Z,yi1rSuMnT2,1
2015-10-26T01:16:11.309Z,2t8gCIgcjW,_User$UNsDxkRp94,2015-10-26T01:16:11.309Z,SFpWDlhXYD,0
2016-01-11T21:59:49.517Z,2tUlDmtalZ,_User$TAfTFfyF7E,2016-01-11T21:59:49.517Z,63IOduNXIh,0
2016-08-10T18:35:48.200Z,2tzHOXy38i,_User$lvLYsTobIp,2016-08-10T18:35:48.200Z,IZSjxrf5Gt,0
2015-11-25T17:11:14.354Z,2wCQoj9rme,_User$sA8IcZc8fF,2017-09-11T14:20:32.812Z,SUz4JL1hbe,10
2016-08-09T20:37:04.447Z,2wZw3faoxy,_User$UbH8iToBhQ,2017-05-04T19:49:38.571Z,HCiAI0z8vv,0
2015-11-26T22:53:46.271Z,2xC1HdUcco,_User$ejNzOOZXM5,2015-11-26T22:53:46.271Z,LcglnKS00V,0
2016-04-18T21:45:51.450Z,2xJdVlHRHj,_User$NKHqSWudgJ,2016-04-18T21:45:51.450Z,aMnyzn8Xcw,0
2016-01-29T22:32:41.178Z,2yobqMKQ2P,_User$sUP48wJIlZ,2016-01-29T22:32:41.178Z,PAYy5MZTZj,0
2016-04-18T20:34:07.661Z,2z3FHazG7p,_User$v5pzpPhfQ0,2016-04-18T20:34:07.661Z,nyZFAmD0vT,0
2016-01-28T21:20:51.361Z,2z5owtFSLp,_User$v5pzpPhfQ0,2016-03-08T19:55:13.281Z,nyZFAmD0vT,2
2015-11-25T19:05:31.625Z,30OSh5Wm6a,_User$PhzLgBcyFU,2015-11-25T19:05:31.625Z,PAYy5MZTZj,0
2016-04-18T20:22:55.628Z,30fYBZVwg7,_User$NwogKIiysi,2017-10-12T16:58:16.159Z,piDqBUPNwr,20
2016-05-04T19:30:36.621Z,317lyzYunP,_User$363GIVhbZi,2017-09-23T13:46:45.127Z,piDcVtIDDq,0
2016-04-18T20:00:49.093Z,336hsZNXp1,_User$Aj7sVtZqGo,2017-10-10T18:54:06.623Z,lgBXhp5LkF,15
2015-10-26T01:16:11.440Z,34NYts8xu9,_User$RlKtmAtTEY,2017-10-03T18:24:22.023Z,V6nKESnPkG,22
2016-07-27T17:50:27.566Z,369y9LMfQh,_User$vUK2SfHRw1,2017-10-10T15:10:20.952Z,HfnFXSY8R1,20
2016-04-22T16:22:58.472Z,36I7IfFssO,_User$09uXebKTil,2016-10-10T13:53:08.675Z,iOJkzs9WOp,1
2016-09-06T20:26:57.880Z,36JpmOZLZd,_User$nhieuu1Lvc,2017-10-11T18:46:51.523Z,FDLtrHB4rq,8
2016-08-10T23:11:58.404Z,36buRG19Z4,_User$9jFmjmGcC6,2017-07-11T20:56:32.080Z,u6rtNrosSb,5
2016-07-27T20:35:58.261Z,37AwjyI3CK,_User$F2QUiHaemg,2016-07-27T20:35:58.261Z,U8F8AVYsv7,0
2016-08-10T20:14:28.000Z,38z2EvxWS1,_User$L0ma1OeqS6,2017-10-03T15:09:03.224Z,4hqjx4dhIB,0
2015-11-24T15:11:21.469Z,3EBHq4BwkI,_User$L0ma1OeqS6,2017-10-03T15:08:29.214Z,4hqjx4dhIB,20
2015-11-26T22:50:29.342Z,3GchfUeviK,_User$UbH8iToBhQ,2017-05-04T19:49:11.693Z,HCiAI0z8vv,20
2015-10-26T01:16:10.305Z,3H4U3nkzQo,_User$M1hNXOO2UP,2016-03-15T21:11:26.702Z,5LXJOZKU7w,2
2016-08-09T20:35:11.726Z,3HNIejF5Nh,_User$MhODt2ovzF,2017-09-21T00:54:59.882Z,C0ZGFwpEvE,15
2015-10-26T01:16:09.067Z,3JP9dBS4B8,_User$Z8StQbOrOg,2016-03-08T19:59:52.579Z,EFyZaMSwPI,1
2015-10-26T01:16:10.888Z,3MT9XSv7qo,_User$TXWZB3THOt,2016-03-08T19:52:02.711Z,BtgoSXCvcz,1
2015-10-26T01:15:45.447Z,3OPOLpomhe,_User$5vzuAJWArU,2017-04-05T18:07:50.181Z,tzAKoXAB8h,10
2016-05-03T14:36:00.444Z,3OdISbIf41,_User$EMJ8swqMCM,2016-05-03T14:36:00.444Z,JOBuerTHRi,0
2016-04-18T20:45:21.847Z,3PQMM8YDBu,_User$1qZ4ymagyq,2017-04-05T18:19:22.444Z,4H3iSX5fZN,3
2015-10-26T01:15:48.840Z,3Q7NdMKOce,_User$WsgGlqMQnx,2015-10-26T01:15:48.840Z,GpdBuycRTs,0
2016-11-25T14:43:34.641Z,3QOlb5uqJu,_User$sGQI2EzzDS,2017-08-30T14:39:39.776Z,Zv1VGJcckw,1
2015-11-25T18:21:40.417Z,3XXNIRI6m5,_User$g44NmWn47t,2016-03-08T19:56:11.792Z,ufiegtW5MT,3
2015-10-26T01:15:50.485Z,3Zgy8eFU8e,_User$KGZwB15llM,2015-10-26T18:01:16.438Z,OKEqQPS4aI,1
2016-10-31T23:13:30.396Z,3a40oyRr6c,_User$UN2OAQrdyv,2017-06-22T14:30:04.811Z,QmMkNQkziU,9
2016-03-31T17:46:29.784Z,3cJhNMCARp,_User$ElaXRrmaFd,2017-09-05T15:05:07.942Z,CvcLOjsCZz,3
2016-04-18T20:05:34.136Z,3cWNOCBtFM,_User$7AX7sRVZpe,2016-04-18T20:05:34.136Z,PIvnbXFbnL,0
2016-04-18T20:34:12.141Z,3drYlsq7ZN,_User$v5pzpPhfQ0,2016-04-18T20:34:12.141Z,nyZFAmD0vT,0
2016-05-30T19:11:16.297Z,3e9bYgX0x1,_User$K2bYyG9Xvq,2016-05-30T19:11:16.297Z,5MIf5Etfn1,0
2015-11-25T17:43:21.139Z,3eoAsr4wSV,_User$kt3Lv0YSs6,2017-10-13T21:48:06.269Z,cpdaI2JhjD,0
2015-10-26T01:15:48.595Z,3gCZA3Vdkl,_User$j0CCKrcw4O,2017-09-22T00:03:52.044Z,piDcVtIDDq,3
2016-07-27T17:50:01.609Z,3jd0sDz7cl,_User$XxfJKXlX5U,2017-10-10T15:10:19.814Z,HfnFXSY8R1,20
2015-11-10T19:50:30.261Z,3k4hdpGZD4,_User$IYvwwSvJw0,2017-09-18T18:50:11.295Z,WjuWa0xzsC,13
2015-10-26T01:15:53.712Z,3lETON94xw,_User$469qcvZSjr,2017-07-11T20:50:57.812Z,3hnVpoS9hR,19
2016-02-17T15:46:21.106Z,3oFumLML9s,_User$0JfBuSpp5H,2017-09-18T18:47:09.318Z,XcyGMe0jsg,0
2016-08-09T20:37:53.923Z,3oIRvXANwZ,_User$k9at9OcMfb,2017-09-11T13:51:58.694Z,1J4c0qPXAw,1
2016-08-10T23:15:06.293Z,3pzWp9yOLE,_User$Ep4GvTYzrT,2016-09-08T18:38:00.044Z,38z0xMceId,2
2016-04-18T19:52:46.781Z,3qXPTpGDbl,_User$Ug6DOty0AY,2016-12-05T14:59:39.013Z,ccrrWjrMni,10
2015-10-26T01:15:44.500Z,3tselCKET4,_User$0psduiLtmV,2015-10-26T18:01:15.494Z,Eynu9jFJqi,1
2016-01-08T21:54:27.384Z,3ug6nYWxvD,_User$qbloFoiM3z,2017-09-21T00:52:58.444Z,6TP5qV0k3Y,1
2016-02-22T22:37:06.250Z,3uxGAPSwy8,_User$3sUG6wdtF7,2017-09-18T19:33:28.880Z,E9CkqllAYJ,11
2015-11-26T22:54:00.629Z,3vCKqBgXrX,_User$spbOIyaVrT,2015-11-26T22:54:00.629Z,BIYFzXOoIx,0
2015-10-26T01:16:03.772Z,3wggyUwVaJ,_User$cR2uTvVmV9,2016-12-06T21:46:18.788Z,aFf8OAPEL0,0
2016-04-19T16:03:32.753Z,40gI2D57te,_User$GSJ024tnJt,2017-05-05T21:50:45.493Z,ZpivSqbHRS,0
2015-11-25T17:25:51.382Z,40jrlSrtdn,_User$EMJ8swqMCM,2016-03-15T21:06:28.349Z,JOBuerTHRi,2
2015-10-26T01:15:54.114Z,45E1zfXK2X,_User$BBW4tuUcqf,2017-02-28T14:05:43.810Z,nh9u1eVeAQ,8
2016-03-31T17:45:20.767Z,45gR8XbM7F,_User$JUNpp6tRKj,2016-03-31T17:45:20.767Z,mHsEGGC6tN,0
