"_created_at",_id,_p_user,_updated_at,canal,count
2016-08-10T19:10:18.025Z,EEPHXmoqQA,_User$h6sbxVzHRN,2017-04-05T15:56:18.276Z,HfbhCFL687,5
2016-08-29T20:40:19.733Z,EFTfloJMIc,_User$9akxXjwmpn,2017-09-26T16:27:24.180Z,j4EQNwZnGo,6
2016-08-18T21:22:07.019Z,EFmcclfkiA,_User$jwHasfj0Va,2016-08-18T21:22:07.019Z,eaTyY9JJaY,0
2016-03-15T16:04:45.297Z,EGiAAl1Hao,_User$L0ma1OeqS6,2017-10-03T15:08:29.195Z,4hqjx4dhIB,18
2016-07-06T18:26:22.764Z,EHM0RVJqck,_User$tvPzt7xJZG,2016-07-06T18:26:22.764Z,lirJ2Q3xqT,0
2016-08-10T23:41:03.361Z,EITuapCA5x,_User$qafVcAOqoE,2017-06-07T18:32:29.366Z,4bJyaytuDR,0
2016-02-26T14:11:07.387Z,EKS0neRCxa,_User$vvAvhrlIKQ,2016-02-26T14:11:07.387Z,DOZbA58Ky1,0
2016-04-18T21:33:14.117Z,EKWtRZy5NZ,_User$CQI18H5o38,2016-04-18T21:33:14.117Z,VcrlHfOd1v,0
2016-08-19T14:00:27.881Z,ELDAMoEZ2F,_User$V7md3fiDGC,2017-09-18T19:28:13.593Z,YUua6DXN2N,4
2016-07-27T20:32:47.177Z,EQrHWmjR2y,_User$wwRxrxOBHl,2017-09-13T16:25:39.973Z,yi1rSuMnT2,1
2016-08-10T19:58:39.495Z,ESOAipjx6Z,_User$03XSeqx8Cg,2017-09-21T13:24:05.362Z,IkLkRkPHQ3,0
2015-10-26T01:15:49.515Z,ESkIe2cunc,_User$WOazPiQEF5,2017-06-07T15:40:17.743Z,4bJyaytuDR,7
2015-10-26T01:15:57.855Z,EWksSdUdPl,_User$ss4KCwtWgj,2016-03-08T19:57:54.157Z,WYdcxownzx,2
2016-08-09T20:41:50.252Z,EXA9dLazwY,_User$9akxXjwmpn,2017-09-26T16:27:24.193Z,j4EQNwZnGo,6
2016-07-27T20:31:08.506Z,EXr0C96RL5,_User$C3CN4Wy1sa,2017-09-21T00:52:21.921Z,EEsh1Yh4qo,1
2016-08-03T20:56:51.446Z,EaxJ9XdThm,_User$PF65exk4nZ,2016-08-03T20:56:51.446Z,9dVvmsgYJe,0
2016-07-26T18:09:45.722Z,EazKlsGsD6,_User$nGQtzmQY5B,2016-07-26T18:09:45.722Z,ZGRA1B0ojW,0
2016-02-18T22:43:25.391Z,Ec0Caf98qn,_User$BEs8fGOMpI,2016-03-15T21:09:04.851Z,ApRZKhdO1m,1
2015-10-26T01:15:54.011Z,EdK1wwrdJ7,_User$G0pXtZk3ZM,2017-02-28T14:05:43.855Z,nh9u1eVeAQ,2
2016-08-22T19:26:37.012Z,EdOilI4J9P,_User$WWB9i9Mv9L,2017-10-11T18:46:50.784Z,FDLtrHB4rq,9
2016-04-18T20:50:30.234Z,EfSk3UoqMz,_User$EMJ8swqMCM,2016-04-18T20:50:30.234Z,JOBuerTHRi,0
2015-10-26T01:16:04.582Z,EgtjfsnJWX,_User$02sHkDSD93,2017-10-06T13:45:29.744Z,6v8NolOQXD,2
2015-10-26T01:15:49.292Z,Eh5xpQtJcc,_User$9D7338D0gX,2016-03-08T19:52:52.024Z,QuKNXRUVwD,2
2016-05-16T15:42:59.162Z,EiBstQO67m,_User$uigm4aLcL5,2016-05-16T15:42:59.162Z,gpJZlTkOh1,0
2015-10-26T01:15:55.342Z,Ek9lKt4aA6,_User$JYUehRtNyi,2017-09-21T00:54:59.647Z,C0ZGFwpEvE,15
2016-07-04T19:33:43.962Z,EoLbwj6s3M,_User$ZRKb0T3nvX,2017-09-26T19:32:33.637Z,Eyo9FtJlgF,6
2015-11-25T18:10:04.633Z,EsUHfliACI,_User$kLzw14IaRN,2017-10-03T15:08:30.825Z,4hqjx4dhIB,20
2016-04-18T22:24:26.336Z,Et9H7llI11,_User$BuBx2PNe8c,2017-10-09T18:51:56.295Z,S0GFRGx9dI,10
2016-07-27T20:29:20.893Z,EuNKpxAQut,_User$qplezEuV5E,2017-08-30T14:35:08.566Z,na88WG6TT1,2
2016-04-18T22:28:42.353Z,EvxuPVFMvR,_User$XsiNEkaQgA,2016-04-18T22:28:42.353Z,SqFWWUvNhc,0
2015-11-25T16:27:36.763Z,EwEpIgoCEe,_User$wnlSAkl9rH,2017-04-05T18:13:57.117Z,zW76fIQViZ,5
2015-10-26T01:15:50.899Z,Ex1Y3qy1rJ,_User$IHYfmz34JV,2017-04-05T16:15:10.768Z,60K4skOYZK,2
2015-10-26T01:16:08.859Z,ExiH23qx7N,_User$SnQkkuL1NC,2017-07-06T17:26:09.861Z,g0bEXnk97K,33
2017-01-03T18:17:24.673Z,EyJKjU4CX1,_User$ZRDpb9opSe,2017-01-03T18:17:24.673Z,tLbmy6nesx,0
2015-10-26T01:15:53.026Z,Eygre13y6A,_User$pJAUWmqLJr,2017-09-18T18:50:02.580Z,uazz0NpToK,6
2015-11-25T19:03:08.126Z,EzTWIKpSOi,_User$469qcvZSjr,2015-11-25T19:03:08.126Z,Bb077Ugl1F,0
2015-11-25T16:20:35.410Z,F0jxy649Uz,_User$09uXebKTil,2016-10-10T13:53:08.815Z,iOJkzs9WOp,2
2016-08-31T15:51:42.985Z,F1pkWjTBRd,_User$KHSdxlUjY8,2016-08-31T15:51:42.985Z,m2kT30w0rH,0
2015-10-26T01:16:13.366Z,F2XKHjZPnX,_User$uKUrAydkE0,2016-03-15T21:10:20.402Z,H1PG2YcCYd,2
2016-09-28T14:05:50.394Z,F53aebtKrA,_User$B7stUlu5vq,2016-09-28T14:05:50.394Z,t2XkJ5kWV6,0
2016-04-18T19:59:52.793Z,F6EKuwwCQL,_User$XtjtNgc3BK,2016-04-18T19:59:52.793Z,CGUBPJyIqy,0
2016-09-20T20:42:20.451Z,F7mSiWzEwx,_User$ugu0ZhRTd2,2016-09-20T20:42:20.451Z,K0qLAORtku,0
2016-01-12T17:35:41.774Z,F8MTz7RD1D,_User$OwE9XsiCkM,2016-01-12T17:35:41.774Z,ivnv1QTPds,0
2016-03-09T14:23:01.813Z,F8sFsKrWVD,_User$qutwVYEujY,2017-10-12T18:51:45.689Z,bTGrkiHwRR,17
2016-07-27T20:36:00.144Z,F8yX3tdq9b,_User$F2QUiHaemg,2016-07-27T20:36:00.144Z,U8F8AVYsv7,0
2016-08-01T15:48:01.481Z,FA0pdhlj1C,_User$nGQtzmQY5B,2016-08-01T15:48:01.481Z,ZGRA1B0ojW,0
2016-08-22T19:56:38.554Z,FACGGt5bnD,_User$REsJTRytwE,2017-04-06T17:30:49.162Z,60K4skOYZK,0
2015-10-26T01:16:06.408Z,FAVxCqFhAn,_User$JmNVYSSMNB,2016-03-15T21:11:52.640Z,GjyWtOTMzb,3
2016-06-01T14:19:59.313Z,FFNRaCjGEl,_User$yKlKSgODfw,2016-06-01T14:19:59.313Z,Bb077Ugl1F,0
2016-04-18T22:30:34.804Z,FHajzHfyhB,_User$3qUSkjYII4,2016-04-18T22:30:34.804Z,cJKvKo713x,0
2016-05-02T18:13:42.029Z,FIZxwVvAKh,_User$RwBSfJ9idf,2016-05-02T18:13:42.029Z,hf2R7b5mHQ,0
2016-08-09T20:39:42.375Z,FJuYRjNB4Q,_User$tvUuuhjAWC,2017-09-11T16:08:50.838Z,hVs56Z06tg,12
2016-09-02T19:26:33.016Z,FK5V7pcpp9,_User$sX7YqGU1Nl,2017-09-21T00:55:00.189Z,C0ZGFwpEvE,11
2015-11-26T22:50:29.444Z,FKiA6rZwJg,_User$eRMxxtg0Ey,2017-05-04T19:49:12.276Z,HCiAI0z8vv,20
2016-08-10T23:41:03.346Z,FQEXhAjKoh,_User$xNLUlVgVjZ,2017-06-07T15:40:18.494Z,4bJyaytuDR,6
2015-11-25T17:00:39.526Z,FRnHwkhWan,_User$yPo7dF0eLQ,2016-03-08T19:57:54.271Z,WYdcxownzx,2
2016-04-18T22:01:55.922Z,FRtue1sjKe,_User$g44NmWn47t,2016-04-18T22:01:55.922Z,ufiegtW5MT,0
2016-04-18T20:17:52.366Z,FS0vC7czMu,_User$yKlKSgODfw,2017-07-11T20:50:58.635Z,3hnVpoS9hR,16
2016-04-19T15:52:35.839Z,FTi5RYVzZk,_User$GOuNQjl5Mk,2017-06-07T15:47:14.267Z,QPMoXzQ3sb,5
2015-11-26T22:51:44.012Z,FaWmPeUzPN,_User$jjqsGnt06T,2017-09-05T15:32:53.257Z,dOnWt5jF1o,26
2016-08-10T20:23:55.975Z,Faib2QiACy,_User$FH9huP6fP5,2016-08-10T20:23:55.975Z,n8Wckd92BZ,0
2016-08-10T19:46:24.589Z,FfP0ROiKIN,_User$GT3FA7eMNh,2017-09-26T16:27:25.344Z,j4EQNwZnGo,6
2016-07-27T20:16:52.174Z,FgGhsd6HGf,_User$OwE9XsiCkM,2016-07-27T20:16:52.174Z,ivnv1QTPds,0
2016-02-03T16:48:56.679Z,FgJeGdCINK,_User$7naD4eDtb1,2016-02-03T16:48:56.679Z,541Dugma1H,0
2015-10-26T01:15:55.536Z,FgKB8q2uAF,_User$UgrR6B8UDl,2017-10-16T17:31:40.058Z,9Swt2WQX7o,7
2016-03-31T17:44:57.395Z,FhTawDvfSx,_User$JUNpp6tRKj,2016-03-31T17:44:57.395Z,mHsEGGC6tN,0
2016-04-20T20:41:17.669Z,FhiBX1RWzP,_User$DuJubDZx4i,2016-09-13T13:56:42.746Z,Lrx8r4GL8a,1
2015-10-26T01:15:54.354Z,FjXl477vBo,_User$6HCiuVWcaX,2017-04-05T16:16:12.377Z,0rjqII0DuW,2
2016-03-08T22:40:54.683Z,FkTYAjjT0X,_User$L0ma1OeqS6,2017-09-18T18:44:09.071Z,riKYKmDsHV,7
2015-10-26T01:16:11.854Z,Fm3WgUVno5,_User$9hrENFQXzf,2017-05-04T19:49:11.398Z,HCiAI0z8vv,20
2015-10-26T01:15:54.216Z,FnQSiI4AOM,_User$G0pXtZk3ZM,2015-10-26T01:15:54.216Z,2qa94oPFCY,0
2015-11-10T22:27:18.706Z,FokOzeMrKO,_User$IYvwwSvJw0,2017-09-18T18:43:43.943Z,JNAKDha5lZ,3
2016-07-27T20:30:49.930Z,FpZXTaCB0j,_User$363GIVhbZi,2017-09-22T00:03:51.604Z,piDcVtIDDq,3
2015-10-26T01:16:12.264Z,Fqt3HAui1Z,_User$RtyIBJVlOh,2017-09-05T15:32:53.291Z,dOnWt5jF1o,26
2016-04-18T20:22:55.716Z,FtOTXvFJa7,_User$ugu0ZhRTd2,2017-10-12T16:58:16.803Z,piDqBUPNwr,20
2016-08-17T21:01:39.566Z,Ful5iOh2iH,_User$SUOmcgETNg,2017-09-11T16:08:50.142Z,hVs56Z06tg,12
2015-11-09T22:54:25.092Z,FzZGBRzcNl,_User$Aj7sVtZqGo,2017-10-10T18:54:06.765Z,lgBXhp5LkF,19
2015-10-26T01:15:53.032Z,G1H5MmvGQS,_User$bvTO9uxFx2,2017-09-18T18:50:02.243Z,uazz0NpToK,6
2016-05-04T20:13:25.025Z,G55ngeaNsj,_User$IYukUzARrD,2016-05-04T20:13:25.025Z,nyZFAmD0vT,0
2015-10-26T01:16:09.501Z,G7iiXaWTDq,_User$eEFRXUxOXz,2015-10-26T18:01:14.296Z,66NWJ2PNXt,1
2015-10-26T01:15:56.142Z,G8GUb7mih4,_User$bPEJO2PAgk,2015-10-26T15:32:34.124Z,ixjzm52Og9,0
2015-11-17T17:12:37.472Z,GBHG6EINmu,_User$PhzLgBcyFU,2015-11-17T17:12:37.472Z,PAYy5MZTZj,0
2015-10-26T01:16:08.419Z,GBK2bQIASS,_User$kLzw14IaRN,2017-09-18T18:44:09.824Z,riKYKmDsHV,7
2015-12-18T16:42:46.385Z,GCFjhwiS20,_User$b5CP9uoqBh,2015-12-18T16:42:46.385Z,ALVSZoZnph,0
2016-07-26T18:03:20.057Z,GCYpvE56fI,_User$9vA6CmQFWN,2016-07-26T18:03:20.057Z,bApU2mdOJm,0
2016-05-16T14:31:37.537Z,GDAO1Fdd7d,_User$uigm4aLcL5,2016-05-16T14:31:37.537Z,gpJZlTkOh1,0
2016-06-13T19:53:17.987Z,GDbzhUOnrh,_User$L0ma1OeqS6,2017-09-18T18:44:09.060Z,riKYKmDsHV,7
2016-04-18T22:30:19.540Z,GDhBdaaOLO,_User$3qUSkjYII4,2016-04-18T22:30:19.540Z,db7tZ1W4ad,0
2015-10-26T01:16:09.341Z,GEyFMTSo6D,_User$ml2VlyaQlR,2015-10-26T01:16:09.341Z,aTjb1lmKfc,0
2016-04-04T21:25:39.020Z,GG29QgPmo9,_User$eHU9TTResM,2016-04-04T21:25:39.020Z,tLbmy6nesx,0
2017-02-01T16:25:47.461Z,GGTZzzRrxU,_User$rIJxILE6XL,2017-04-05T18:21:35.575Z,k9X7bxxVai,1
2016-04-13T17:38:44.227Z,GHxRvQm7Ky,_User$qbloFoiM3z,2017-09-21T00:52:58.446Z,6TP5qV0k3Y,1
2016-07-27T20:23:52.452Z,GKPoDY5DKV,_User$g14DPhA3XT,2017-09-27T20:58:15.271Z,BM662Lff8O,12
2016-05-18T16:45:58.660Z,GNNnVXTaTA,_User$kLzw14IaRN,2017-10-03T15:08:30.869Z,4hqjx4dhIB,17
2015-10-26T01:16:11.177Z,GQYVrR6o5u,_User$0CY18aSTNR,2015-10-26T01:16:11.177Z,SFpWDlhXYD,0
2016-04-19T16:03:32.790Z,GRAIWPUylJ,_User$TPRfSNsNXs,2017-04-05T18:22:19.313Z,ZpivSqbHRS,1
2015-11-25T18:25:30.777Z,GReVVpM5EB,_User$v7Pgl7wEln,2016-03-08T19:52:02.857Z,BtgoSXCvcz,1
2016-07-29T15:47:45.484Z,GUGO8a43Xa,_User$xkPspPIp12,2016-07-29T15:47:45.484Z,ZuGXxZk1sk,0
2015-10-26T01:15:54.774Z,GVrsbKpa9e,_User$z8ua9vIPwU,2016-05-19T17:39:05.677Z,nVTEToos94,4
2016-04-18T20:00:49.222Z,GVsv5HIwXJ,_User$9eF1W1pu4q,2017-10-10T18:54:06.289Z,lgBXhp5LkF,15
2017-02-01T16:24:09.045Z,GWyG97Y9WQ,_User$C3CN4Wy1sa,2017-02-01T16:24:09.045Z,A09a9UDqW5,0
2016-01-12T17:35:41.662Z,GXT71H0eA3,_User$rm6sQI2wZb,2016-01-12T17:35:41.662Z,ivnv1QTPds,0
2016-04-18T22:01:29.919Z,GXuP1435Po,_User$ZFg8X8HS94,2016-04-18T22:01:29.919Z,EFyZaMSwPI,0
2016-04-01T19:17:38.607Z,GYbfGqLqGY,_User$jx3HHjqtlk,2017-10-12T18:53:24.340Z,puxZU5tR9I,23
2016-08-23T16:21:59.796Z,GZhfJ5XcA2,_User$bmC10OH7Vf,2016-08-23T16:21:59.796Z,lirJ2Q3xqT,0
2016-08-10T20:22:00.975Z,Ga1ER0mk4H,_User$FH9huP6fP5,2016-08-10T20:22:00.975Z,n8Wckd92BZ,0
2016-07-27T20:20:53.802Z,Gb2yjFf27w,_User$KL3Df3Tl0w,2016-07-27T20:20:53.802Z,GBk5Pz3BA2,0
2016-05-16T15:42:59.471Z,Gb6LVZ3tYh,_User$YLTcSubZDe,2016-05-16T15:42:59.471Z,gpJZlTkOh1,0
2016-09-12T21:58:53.017Z,GbAo9lceoL,_User$OBiNtVEbbO,2017-07-11T20:56:33.186Z,u6rtNrosSb,5
2016-01-20T17:57:30.295Z,GbUltcNYq5,_User$GOuNQjl5Mk,2017-06-07T15:47:14.301Z,QPMoXzQ3sb,6
2016-03-18T19:13:35.600Z,GbYbxuVnCO,_User$yPo7dF0eLQ,2016-03-18T19:13:35.600Z,WYdcxownzx,0
2016-09-08T20:48:06.489Z,GcGuVG5L29,_User$KX9R8KmAFl,2017-06-07T15:47:15.044Z,QPMoXzQ3sb,5
2015-11-25T18:44:43.701Z,GcHPod9mVl,_User$C3CN4Wy1sa,2017-09-21T00:52:21.931Z,EEsh1Yh4qo,1
2016-04-18T21:44:23.286Z,Ge84XKHwr1,_User$kt3Lv0YSs6,2017-10-11T18:44:42.931Z,cpdaI2JhjD,13
2016-10-22T00:45:53.518Z,GebTGtRzCu,_User$ZSs0RkCGod,2017-09-06T18:57:50.675Z,Jz9dWmwPJS,2
2016-01-28T21:21:22.823Z,Gf0L4bCXyA,_User$v5pzpPhfQ0,2016-03-08T19:55:18.566Z,nyZFAmD0vT,2
2015-10-26T01:16:04.920Z,GhAlsMiyZm,_User$WGjaPyZfsc,2017-09-29T18:42:48.820Z,KtbqtVEm0M,6
2016-08-17T20:55:57.543Z,Gik5Qxedyx,_User$OqM7Ei84I8,2017-10-04T13:26:19.477Z,eyaHhdBWHF,27
2015-11-25T18:12:14.383Z,GjUQd2118H,_User$3F6kBRRrCh,2016-03-08T19:59:51.840Z,EFyZaMSwPI,1
2017-02-01T16:25:47.465Z,GjlMAIZ68u,_User$DuJubDZx4i,2017-04-05T18:21:35.028Z,k9X7bxxVai,1
2016-09-05T19:21:23.389Z,Glk48XOoVa,_User$hfckgKBpIZ,2016-11-14T18:08:39.077Z,1pCW0lhsGc,2
2015-10-26T01:15:51.316Z,GmABDiGnzn,_User$efvTuMGGQo,2017-09-18T19:33:29.483Z,E9CkqllAYJ,3
2016-03-03T15:58:33.266Z,Gp4tFmgbXv,_User$ZRDpb9opSe,2016-03-03T15:58:33.266Z,tLbmy6nesx,0
2016-04-18T20:29:03.554Z,GpoFNmkWSG,_User$fNL0xOLfkT,2016-04-18T20:29:03.554Z,w6oTqRz6MT,0
2015-11-25T16:59:52.834Z,Gqni4dW4M8,_User$ugu0ZhRTd2,2017-10-12T16:58:16.851Z,piDqBUPNwr,26
2015-11-25T17:25:05.721Z,GrERLSuVYx,_User$mSUYzXIc4J,2017-10-11T18:45:41.137Z,ewgLUir0ys,9
2016-03-18T19:21:15.644Z,GrWkiHfcgA,_User$yPo7dF0eLQ,2016-03-18T19:21:15.644Z,WYdcxownzx,0
2016-09-27T13:27:35.764Z,Grz4IIW64U,_User$qjlIaURJHO,2017-08-30T14:38:07.884Z,IPOzZOaaiW,1
2017-01-30T18:15:49.611Z,GsVtcVQVLb,_User$uAcByE8DJ4,2017-01-30T18:15:49.611Z,Awlb1lcIVa,0
2015-11-25T16:20:35.060Z,GvVtFhTgmF,_User$phYiQfJWl9,2016-10-10T13:53:08.955Z,iOJkzs9WOp,2
2016-09-08T18:08:07.028Z,GwS99SHOuX,_User$MhODt2ovzF,2016-09-08T18:08:07.028Z,RjMLRtGdib,0
2016-08-17T21:01:57.942Z,GxViKBRJEW,_User$ZTwTCgIE86,2016-12-02T19:03:05.338Z,sTyy5hm6m6,6
2016-04-20T18:21:49.531Z,Gy0jdvioX1,_User$8t5f3QoSCf,2017-09-26T18:47:08.739Z,1S9TIL5o4h,14
2016-03-14T22:54:38.642Z,GyB8Fibhy6,_User$qxznMZwoua,2016-03-14T22:54:38.642Z,oI0LvRDNvZ,0
2016-04-18T20:33:47.537Z,GzyPgxpJvq,_User$7x2fgY9PZu,2017-04-25T18:03:40.251Z,KnZt2qmy1M,5
2016-04-18T20:33:42.941Z,H45bbttguG,_User$vJfUpOzttG,2017-04-25T18:03:42.178Z,KnZt2qmy1M,5
2016-07-27T17:13:06.360Z,H57NpcpQM2,_User$OqM7Ei84I8,2017-10-04T13:26:19.509Z,eyaHhdBWHF,27
2015-10-26T01:16:10.037Z,H6otb2qNAf,_User$rDnngEvDy6,2016-03-08T20:18:00.608Z,o6R8qevJUa,0
2016-07-27T20:26:59.144Z,H7Tn2w6yBQ,_User$HOEAJReRGI,2017-10-10T15:02:13.237Z,QwxzGpefjT,4
2016-09-08T18:07:43.027Z,H9GCTyVMZg,_User$MhODt2ovzF,2017-09-21T00:54:59.806Z,C0ZGFwpEvE,11
2016-02-03T23:01:07.846Z,HBvOzBuJb0,_User$QfIPrrrgwK,2017-02-28T14:05:44.804Z,nh9u1eVeAQ,7
2016-02-08T16:26:26.028Z,HCCz4mLYph,_User$t0egIyLR5z,2017-10-11T14:24:10.032Z,lhQopclBpK,39
2016-04-18T21:42:22.322Z,HDTGF3lXhW,_User$sh3mVjKkfc,2017-09-21T01:00:16.987Z,fw6gURfK3A,20
2015-10-26T01:16:15.379Z,HFNlTnFBoh,_User$1auFr1KihL,2015-10-26T15:33:01.407Z,rt8A0z51Mu,0
2016-01-29T16:55:01.885Z,HFi2TJJFE9,_User$AkGuknCUfV,2017-10-02T20:16:26.631Z,wn64L9h7PQ,6
2015-11-25T18:50:57.461Z,HG7HI8E68c,_User$363GIVhbZi,2017-09-22T00:03:51.609Z,piDcVtIDDq,3
2016-03-09T17:46:05.865Z,HGLHn02MTj,_User$qy5OMREomR,2017-09-26T19:32:34.070Z,Eyo9FtJlgF,4
2015-12-08T17:16:28.142Z,HGm0mSjSgf,_User$XlUVDlYQop,2016-05-19T17:39:05.375Z,nVTEToos94,4
2016-08-22T15:38:03.140Z,HH7tbTLcha,_User$h6sbxVzHRN,2017-04-05T15:56:18.528Z,HfbhCFL687,5
2015-11-25T16:33:28.297Z,HHzDu93Sx2,_User$0AKuQHWBAA,2015-11-25T16:33:28.297Z,HpHBN7tAwR,0
2015-11-25T17:26:46.592Z,HJ7pIlXDHq,_User$GSJ024tnJt,2017-04-05T18:22:19.096Z,ZpivSqbHRS,3
2016-07-27T20:22:03.940Z,HJLCr7xIf1,_User$tJE8rHfy8C,2017-08-30T14:38:08.552Z,IPOzZOaaiW,1
2016-07-27T20:31:32.611Z,HJtN5S4oE7,_User$Dlj93hgYav,2017-09-11T18:47:33.877Z,yVXRjvoHcf,1
2016-07-27T20:11:35.610Z,HKFcaSvEjH,_User$03XSeqx8Cg,2016-07-27T20:11:35.610Z,GAIDtGmnrH,0
2015-10-26T01:15:47.173Z,HKsu1xL6G6,_User$ElaXRrmaFd,2017-09-05T15:05:08.250Z,CvcLOjsCZz,4
2016-05-02T18:13:42.038Z,HLd24giNeN,_User$Cz6vnX8sfo,2016-05-02T18:13:42.038Z,hf2R7b5mHQ,0
2016-02-22T22:37:49.551Z,HM46fNexMx,_User$rsHMcrmkM9,2017-04-05T17:31:25.263Z,jRXDEYrP8U,5
2015-10-26T01:15:45.950Z,HMkTIJf1SN,_User$IyJYxQvVza,2017-09-21T00:53:43.685Z,XQuNRaqeFY,5
2016-08-04T12:39:45.225Z,HQcNjfnILk,_User$ovxJbaCWAM,2016-08-04T12:39:45.225Z,kS6hsXKiqT,0
2015-10-26T01:16:02.919Z,HW0f3p3a71,_User$mSUYzXIc4J,2015-10-26T18:01:13.898Z,4shffgDE3B,1
2016-09-08T19:25:13.302Z,HWRqeKHUl7,_User$ugu0ZhRTd2,2017-10-12T16:58:16.868Z,piDqBUPNwr,18
2015-10-26T01:16:00.775Z,HXh9iDRSYU,_User$Oq1t89Zg4H,2017-09-05T15:27:19.723Z,oGzhr7bfVR,5
2016-08-17T21:02:14.391Z,HYvxyL0Q40,_User$DlcW5atXs6,2017-09-18T18:51:11.896Z,gwYDWEPMZI,11
2015-12-21T17:16:33.748Z,HaSY3Ux96k,_User$WEtLzwSrLz,2017-09-18T18:50:11.946Z,WjuWa0xzsC,13
2015-12-17T03:01:31.889Z,Haep9W0WSk,_User$upXzUmFryj,2017-04-05T15:56:18.933Z,HfbhCFL687,5
2016-08-17T20:55:57.510Z,HalptTuU8k,_User$MWyqfUiK86,2017-10-04T13:26:18.722Z,eyaHhdBWHF,27
2016-09-02T14:35:09.809Z,HbMTd3AV1W,_User$ovxJbaCWAM,2016-09-02T14:35:09.809Z,6IYWuTei3L,0
2016-04-18T20:51:27.222Z,HbdU5GZ5Q1,_User$GSJ024tnJt,2016-07-04T17:00:51.456Z,A1ptpV8Utz,2
2015-10-26T01:16:02.323Z,HdlCOTIoYD,_User$GAcGOgzzcV,2017-04-05T18:19:22.371Z,4H3iSX5fZN,7
2015-10-26T01:15:45.382Z,HfETNkhpsN,_User$SFyGny7RqP,2016-03-08T19:56:54.029Z,LOcmfJXxcn,1
2016-09-29T19:15:28.351Z,Hh2x6IcRJW,_User$YTowbeunnj,2016-09-29T19:15:28.351Z,gFiw2dZ6qU,0
2016-02-08T14:56:30.732Z,Hhl9PyTXDz,_User$UbH8iToBhQ,2017-05-04T19:49:11.555Z,HCiAI0z8vv,20
2016-05-02T18:13:57.152Z,HiwIqpYh0H,_User$RwBSfJ9idf,2016-05-02T18:13:57.152Z,hf2R7b5mHQ,0
2015-10-26T01:16:14.334Z,HiyQDqVdsg,_User$5CxyVPnNye,2015-10-26T01:16:14.334Z,2gILlr2m0C,0
2015-10-26T01:15:59.782Z,HlDtgB9o5s,_User$YlrmySsZF3,2016-03-08T19:55:17.503Z,nyZFAmD0vT,2
2016-04-18T22:00:53.363Z,HljaAtiP0d,_User$SnQkkuL1NC,2017-07-06T17:26:09.875Z,g0bEXnk97K,29
2015-11-25T17:15:51.751Z,HlqualWSSc,_User$x8S9l9DtAo,2017-04-05T18:18:46.749Z,tVTWViZvcG,23
2016-06-07T15:39:28.543Z,HnAcafOhbf,_User$K2bYyG9Xvq,2016-06-07T15:39:28.543Z,5MIf5Etfn1,0
2015-10-26T01:16:06.333Z,HoTcTkPoHJ,_User$LbEtQLfbya,2016-03-08T19:59:25.787Z,LorreyTQvF,1
2016-07-27T20:29:02.260Z,Hqjr8yBoks,_User$xpGwIRCwR1,2017-09-18T18:47:32.079Z,EAoK88E9U0,6
2015-10-26T01:16:15.170Z,HwujGqtJPz,_User$regjkOhpa2,2016-03-15T21:10:48.295Z,SqFWWUvNhc,2
2016-04-05T14:10:14.639Z,I1Hsfw2yze,_User$ZRKb0T3nvX,2017-08-30T15:04:26.080Z,uVw4lAoy09,3
2016-04-19T15:52:57.927Z,I1jVbt4Fpr,_User$b8D4oTKmDa,2017-10-13T18:45:30.708Z,h57uiiMXXz,5
2016-10-03T12:32:32.573Z,I2LNcnuCKO,_User$f5DTiAzaO9,2017-07-06T17:26:10.216Z,g0bEXnk97K,15
2015-10-26T01:16:12.123Z,I5qKwuIi0a,_User$KL3Df3Tl0w,2015-10-26T18:01:15.758Z,GBk5Pz3BA2,1
2015-10-26T01:16:01.358Z,I6oIh7tX0f,_User$XwVl0hB389,2015-10-26T01:16:01.358Z,PDb5syQpJy,0
2016-11-15T19:15:39.531Z,I8YzqVvzww,_User$qjlIaURJHO,2017-08-30T14:38:07.891Z,IPOzZOaaiW,1
2016-04-18T21:44:23.423Z,I8ZHsR3xkh,_User$0HwjM7zd8K,2017-10-11T18:44:41.618Z,cpdaI2JhjD,13
2016-05-18T16:46:20.633Z,IBaUSDD731,_User$L0ma1OeqS6,2017-09-18T18:44:09.079Z,riKYKmDsHV,7
2016-04-18T20:05:34.300Z,IFGkNlXAUp,_User$GCcsFMKMW4,2016-04-18T20:05:34.300Z,PIvnbXFbnL,0
2015-10-26T01:15:53.936Z,IGqn9JT8Eb,_User$yKlKSgODfw,2016-08-31T03:03:24.810Z,Bb077Ugl1F,0
2016-07-04T14:38:44.714Z,IH8cGooRsw,_User$hUYcqF4hBA,2016-07-04T14:38:44.714Z,5MIf5Etfn1,0
2015-11-25T18:50:57.475Z,IJIxh4h8y1,_User$j0CCKrcw4O,2017-09-22T00:03:52.062Z,piDcVtIDDq,3
2016-08-10T19:29:13.478Z,IJJhbRkA8s,_User$MRMNG4pZrv,2016-11-14T18:08:33.353Z,1pCW0lhsGc,2
2016-12-06T18:12:24.068Z,IMnpC5C0SJ,_User$L0ma1OeqS6,2017-09-18T18:44:09.235Z,riKYKmDsHV,7
2016-04-18T20:02:15.481Z,INj5VlJt2i,_User$jjCVmu1zIz,2017-09-18T19:33:00.844Z,0e9vs8n6zp,18
